Student_Names,Math,Physics,Chemistry,Grade,Comment,Roll No.
Jeffrey Novak,77,96,38,B,Average Performance,578350
Tina Ingram,63,54,77,B,Average Performance,516290
Teresa Johnson MD,73,47,67,B,Average Performance,559388
Andrew Sheppard,34,78,14,D,Poor Pursuance,558062
Robert Butler,23,92,80,B,Average Performance,559378
Edward Morales,71,15,13,D,Poor Pursuance,547374
Christina Henderson MD,93,62,68,B+,Good Pursuance,542187
Joshua Cook,23,37,61,D,Poor Pursuance,513391
Kristin Daniels,65,32,62,C,Below Average Achivement,531326
Kevin Casey,99,27,96,B+,Good Pursuance,599646
Lori Perez,55,61,52,C,Below Average Achivement,582251
Julie Flores,32,97,96,B+,Good Pursuance,516256
Phillip Smith,86,35,44,C,Below Average Achivement,532149
George Berry,85,57,50,B,Average Performance,526111
Tristan Mcintyre,30,48,58,D,Poor Pursuance,551405
Megan Bell,19,67,93,C,Below Average Achivement,523288
Benjamin Wilson,17,63,82,C,Below Average Achivement,542564
Sean Woods,40,85,70,B,Average Performance,536031
David Hayes,56,96,40,B,Average Performance,521748
Angel Beck,80,94,86,A,Very Good Achivement,519002
Carol Fischer,94,39,71,B,Average Performance,535277
Scott Wells,79,53,30,C,Below Average Achivement,559723
Maria Jarvis,44,86,68,B,Average Performance,572172
Michael Gallagher,90,55,55,B,Average Performance,546072
Andrew Jones,57,94,25,C,Below Average Achivement,529429
Alex Bender,67,10,93,C,Below Average Achivement,586389
Michael Brooks,11,96,66,C,Below Average Achivement,530165
Jessica Johnson,31,79,90,B,Average Performance,509888
Jonathan Brooks,85,55,37,C,Below Average Achivement,519390
Deborah Merritt,47,62,57,C,Below Average Achivement,568858
Megan Barry,94,46,64,B,Average Performance,565934
Carol Johnson,51,78,51,C,Below Average Achivement,554530
Anita Martin,82,87,75,A,Very Good Achivement,518364
Katrina Hardy,87,22,79,B,Average Performance,586885
Dawn Lane,94,86,47,B+,Good Pursuance,591750
Ralph Long,98,39,87,B+,Good Pursuance,554680
Jessica Bray,49,63,23,D,Poor Pursuance,572219
Allison Chavez,22,67,43,D,Poor Pursuance,565282
Michelle Hudson,55,35,59,D,Poor Pursuance,505371
Kristopher Johnson,46,19,34,D,Poor Pursuance,593533
Brittany Martin,95,53,100,A,Very Good Achivement,557013
Rachel Cameron,33,52,84,C,Below Average Achivement,527303
Robert Ortiz,74,33,18,D,Poor Pursuance,557011
Jasmine Robinson,36,15,28,F,Failed,564501
Dustin Wang,24,17,95,D,Poor Pursuance,518590
Angela Melton,53,21,13,F,Failed,542038
Christopher Jones,69,45,17,D,Poor Pursuance,567110
Richard Johnson,30,39,73,D,Poor Pursuance,537004
Timothy Long,22,16,41,F,Failed,516200
Dan Kaufman,45,17,38,D,Poor Pursuance,535875
Erik Williams,98,67,38,B,Average Performance,523162
Terry Manning,82,25,13,D,Poor Pursuance,580765
James Goodman,23,83,50,C,Below Average Achivement,547522
Miranda Collins,75,13,39,D,Poor Pursuance,568202
Jorge Davenport,44,68,98,B,Average Performance,572693
Stephen Hansen,60,46,96,B,Average Performance,551546
Rodney Powell,49,67,100,B+,Good Pursuance,503431
Kristi Anderson,97,97,85,A+,Excellent Performance,521846
Joseph Hall,86,11,69,C,Below Average Achivement,527617
Wendy Sutton,16,72,85,C,Below Average Achivement,591886
Kelly Torres,70,68,59,B,Average Performance,524969
Kimberly Jenkins,91,23,31,D,Poor Pursuance,537375
Amy Walter,69,65,91,B+,Good Pursuance,561244
Robert Carter,17,37,10,F,Failed,580268
Scott Stephenson,56,71,36,C,Below Average Achivement,589949
Adam Ramos,71,72,67,B,Average Performance,509410
Kaylee Barrett,52,23,16,F,Failed,564272
Allen Hartman,11,55,10,F,Failed,572436
Elizabeth Gutierrez,83,98,82,A,Very Good Achivement,533788
Julie Mann,24,77,28,D,Poor Pursuance,580298
Ryan Anderson,72,54,39,C,Below Average Achivement,568295
Chad Young,47,41,67,C,Below Average Achivement,560179
Kim Moore,96,20,32,D,Poor Pursuance,588075
Kevin Ramsey,89,81,20,B,Average Performance,590458
Ashley Flores,75,60,21,C,Below Average Achivement,597868
Oscar Thomas,62,85,16,C,Below Average Achivement,588501
Teresa Washington,36,54,37,D,Poor Pursuance,580736
Elizabeth Bradley MD,55,45,29,D,Poor Pursuance,552764
Rebecca Yu,78,69,76,B+,Good Pursuance,507232
Tiffany Padilla,18,17,73,D,Poor Pursuance,534254
Kimberly Cooper,48,41,58,D,Poor Pursuance,569538
Kathy Romero,36,84,23,D,Poor Pursuance,514869
Duane Graves,55,38,100,B,Average Performance,544031
Ashley Booth,28,97,62,B,Average Performance,529328
Shawn Fuller,66,74,79,B+,Good Pursuance,502313
Morgan Cook,92,85,31,B,Average Performance,543523
James Chambers,50,63,41,C,Below Average Achivement,528073
Alan Woodard,12,48,13,F,Failed,526273
Brandon Klein,64,40,43,D,Poor Pursuance,509403
Jared Harris,46,12,17,F,Failed,592603
Justin Juarez,37,41,21,D,Poor Pursuance,542784
Anthony Jackson,65,59,70,B,Average Performance,571951
Renee Martin,54,12,61,D,Poor Pursuance,563792
Stacy Chambers,100,12,28,D,Poor Pursuance,501820
Brooke Hebert,74,100,86,A,Very Good Achivement,595210
Maureen Cruz,37,23,46,D,Poor Pursuance,562548
Rachel Schaefer,39,64,62,C,Below Average Achivement,513958
Christina Mejia,97,50,53,B,Average Performance,571063
Tonya Harris,29,57,85,C,Below Average Achivement,561653
Sarah Patrick,64,22,83,C,Below Average Achivement,597839
Erica Kemp,14,93,17,D,Poor Pursuance,597095
Robert Freeman,82,22,59,C,Below Average Achivement,513758
Shelly Baker,85,67,35,B,Average Performance,592690
James Oliver,29,46,87,C,Below Average Achivement,569435
Christopher Smith,23,67,71,C,Below Average Achivement,587667
Rachel May,75,13,88,C,Below Average Achivement,570242
Brandi Williamson,41,83,39,C,Below Average Achivement,549021
Sara Cole,38,10,99,D,Poor Pursuance,554150
Bryan Rodriguez,25,90,70,B,Average Performance,538722
Morgan Carter,74,24,32,D,Poor Pursuance,542022
Megan Weber,13,36,97,D,Poor Pursuance,556255
Kristen Morris,36,19,27,F,Failed,584744
Christian Smith,51,93,74,B+,Good Pursuance,510968
Rebecca White,52,14,31,F,Failed,554241
Lynn Martinez,88,52,49,B,Average Performance,588309
Patricia Dalton,82,22,36,D,Poor Pursuance,571028
Leah Ortiz,18,50,73,D,Poor Pursuance,582053
Nicholas Edwards,91,71,72,B+,Good Pursuance,567789
Nicholas Brown,91,33,70,B,Average Performance,522339
Angela Fernandez,19,45,33,F,Failed,558805
Chelsea Waters,87,22,91,B,Average Performance,526690
Jennifer Tucker,35,13,82,D,Poor Pursuance,530545
Lori Rowe,82,87,66,B+,Good Pursuance,507745
Aaron Saunders,85,27,16,D,Poor Pursuance,583717
Michael Valdez,98,78,70,A,Very Good Achivement,583322
Jessica Young MD,46,48,74,C,Below Average Achivement,537806
Cody Burton,35,28,53,D,Poor Pursuance,519925
Diana Jimenez,73,72,70,B+,Good Pursuance,541280
Brandon Stewart,74,65,55,B,Average Performance,564422
Jodi Schmitt,57,89,44,B,Average Performance,528506
Christine Martin,32,93,25,D,Poor Pursuance,581368
Lucas Tran,83,67,85,B+,Good Pursuance,521039
Kristen Horn,31,79,47,C,Below Average Achivement,557086
Sherry Cummings,78,85,43,B,Average Performance,508441
Rachel Jones,46,16,11,F,Failed,572577
Susan Barrett,13,89,42,D,Poor Pursuance,567999
Anna Dunn,82,11,96,B,Average Performance,515132
Michelle Douglas,65,55,11,D,Poor Pursuance,540609
Jared Novak,78,53,37,C,Below Average Achivement,550921
Holly Harris,79,29,39,D,Poor Pursuance,595048
Molly Olson,40,18,17,F,Failed,569627
Amy Orr,44,88,70,B,Average Performance,528976
David Mendez,33,94,66,B,Average Performance,532723
Carolyn Jenkins,57,45,16,D,Poor Pursuance,500577
Christopher Lin,46,28,18,F,Failed,554498
Donald Chapman,36,87,19,D,Poor Pursuance,523256
Allison Koch,83,63,36,C,Below Average Achivement,576881
Jennifer Daniel,67,32,51,D,Poor Pursuance,549051
Brian Joseph,77,71,82,B+,Good Pursuance,552472
David Campbell,66,50,34,D,Poor Pursuance,598549
Olivia Martin,36,60,52,D,Poor Pursuance,516165
Brittany Gray,81,92,82,A,Very Good Achivement,527342
Evan Jacobson,49,91,72,B,Average Performance,596689
Nicole Schwartz,40,21,14,F,Failed,570141
Dr. Danielle Gillespie,64,25,16,D,Poor Pursuance,519853
Joseph Reeves,87,26,95,B,Average Performance,555208
Samuel Wyatt,98,34,68,B,Average Performance,546468
Sylvia Newman,29,17,36,F,Failed,535964
Joseph Aguirre,37,89,12,D,Poor Pursuance,598115
Jessica Malone,42,79,16,D,Poor Pursuance,571307
Jeffrey Lewis,59,85,40,B,Average Performance,553610
Victoria Reyes,76,97,48,B+,Good Pursuance,556593
Kristi Nguyen,67,88,68,B+,Good Pursuance,515981
Hannah Smith,60,91,33,B,Average Performance,518431
Chad Sanders,40,62,60,C,Below Average Achivement,540093
Jeffery Baker,14,14,17,F,Failed,545233
Debbie Williams,36,71,14,D,Poor Pursuance,582457
Edward Valdez,18,19,81,D,Poor Pursuance,540517
Susan Meyer,99,10,65,C,Below Average Achivement,528771
Logan Cox,19,96,19,D,Poor Pursuance,571927
David Robertson,63,78,37,C,Below Average Achivement,587316
Robert Cruz,31,91,35,C,Below Average Achivement,522235
Rebecca Garrett,20,20,28,F,Failed,552782
Morgan Adams,16,68,27,D,Poor Pursuance,566453
Anthony Rich,16,25,92,D,Poor Pursuance,596813
Ivan Barron,18,36,36,F,Failed,519754
Anthony Wall,30,83,99,B,Average Performance,569111
Victoria Herrera,71,68,86,B+,Good Pursuance,583203
Margaret Becker,21,17,13,F,Failed,593424
Brandon Norman,92,38,27,C,Below Average Achivement,536102
Diana Wilson,38,61,68,C,Below Average Achivement,508737
Michael Welch,48,25,56,D,Poor Pursuance,564862
Jamie Atkins,11,94,25,D,Poor Pursuance,598651
Nathan Smith,58,96,55,B,Average Performance,507130
Ann Wiggins,19,26,57,D,Poor Pursuance,582493
David Cox,90,76,73,B+,Good Pursuance,559629
Charles Terrell,19,59,63,D,Poor Pursuance,569161
Aaron Johnson,96,46,43,B,Average Performance,578001
Curtis Archer,14,42,62,D,Poor Pursuance,573841
Danielle Cohen,52,93,75,B+,Good Pursuance,590461
Sarah Sanchez,17,67,91,C,Below Average Achivement,507066
Lauren Drake,25,66,40,D,Poor Pursuance,565621
Sydney Everett,13,18,16,F,Failed,548571
Caroline Williams,18,43,63,D,Poor Pursuance,537391
Christina Odonnell,38,100,19,C,Below Average Achivement,518614
Erin Ware,90,52,51,B,Average Performance,544391
Sara Morrison,67,58,22,D,Poor Pursuance,525671
Brent Thompson,34,43,47,D,Poor Pursuance,587724
Hannah Sullivan,61,39,13,D,Poor Pursuance,591546
Jeremy Santos,19,99,51,C,Below Average Achivement,578955
Sharon Ford,47,44,78,C,Below Average Achivement,578716
Joseph Huffman,44,43,25,D,Poor Pursuance,596574
Anthony Holt,88,77,77,B+,Good Pursuance,546729
Nathan Collins,63,47,49,C,Below Average Achivement,589287
Melissa Johnson,23,99,71,B,Average Performance,567197
Justin Nguyen,100,50,78,B+,Good Pursuance,565710
Jessica Roberts,58,84,82,B+,Good Pursuance,569918
Ross Stewart,32,95,37,C,Below Average Achivement,509811
Tracey Lynch,71,55,61,B,Average Performance,555089
Brooke Stewart,60,70,28,C,Below Average Achivement,507431
Rebecca Mendez,57,14,99,C,Below Average Achivement,509003
Mrs. Joanna Myers,84,12,62,C,Below Average Achivement,514934
Carrie Herrera,27,13,25,F,Failed,518558
Jeffrey Romero,73,49,98,B+,Good Pursuance,529208
Colleen Baker,58,58,39,C,Below Average Achivement,500194
Vickie Johnson,22,60,43,D,Poor Pursuance,537913
Christopher Murphy,56,29,87,C,Below Average Achivement,597424
Kristen Wilson,10,26,56,F,Failed,523043
Brian Leblanc,39,35,31,D,Poor Pursuance,517066
Anna Landry,38,74,17,D,Poor Pursuance,545141
Tracey Kim,53,87,92,B+,Good Pursuance,526581
Spencer Sullivan,91,12,76,C,Below Average Achivement,578393
Leah Scott,61,66,15,D,Poor Pursuance,570312
Mrs. Rhonda Davis,35,65,46,D,Poor Pursuance,529476
Adrienne Roberts,47,87,49,B,Average Performance,514923
Robert Robinson,84,13,62,C,Below Average Achivement,589708
Raven Jones,35,90,40,C,Below Average Achivement,587788
Sean Graham,51,94,96,B+,Good Pursuance,527750
Pamela Gonzales,13,34,91,D,Poor Pursuance,544106
William Perkins,10,95,22,D,Poor Pursuance,562766
Kim Frank,63,68,92,B+,Good Pursuance,583980
Emily Taylor,62,48,92,B,Average Performance,556353
Rachel Garcia,77,17,52,D,Poor Pursuance,599449
Micheal Hughes,33,70,55,C,Below Average Achivement,548583
Amber Nichols,49,58,36,D,Poor Pursuance,598144
Jim Ramirez,70,40,81,B,Average Performance,538021
Christine Odom,63,26,89,C,Below Average Achivement,598344
Taylor Moore,27,62,28,D,Poor Pursuance,517483
Veronica Johnson,26,41,10,F,Failed,588083
Martin Romero,83,28,58,C,Below Average Achivement,565148
Carol Gay,74,19,99,B,Average Performance,588533
Ariana Schneider,55,71,80,B,Average Performance,550439
Lorraine Flynn,11,66,56,D,Poor Pursuance,524837
Melissa Andersen,74,13,59,D,Poor Pursuance,500696
Laura Freeman,59,26,64,D,Poor Pursuance,506563
Jeremy Alvarez,57,98,26,C,Below Average Achivement,573112
Robert Thomas,84,75,77,B+,Good Pursuance,558182
Laura Peterson,14,43,16,F,Failed,514921
Gabrielle Howard,40,24,84,D,Poor Pursuance,517240
Angel Dunlap,51,43,83,C,Below Average Achivement,504669
Dwayne Lewis,60,89,77,B+,Good Pursuance,583279
Mark Rodriguez,52,50,41,D,Poor Pursuance,559053
Jeremy Nelson,86,11,54,D,Poor Pursuance,557536
Denise Wells,67,26,75,C,Below Average Achivement,558387
Alexandria Phillips,41,34,51,D,Poor Pursuance,572988
Maria Hernandez,37,70,74,C,Below Average Achivement,501824
Marie Burton,36,67,40,D,Poor Pursuance,503180
Joseph Cooper,72,70,39,C,Below Average Achivement,574501
John Campbell,96,69,29,B,Average Performance,568689
Wendy Mueller,78,92,43,B+,Good Pursuance,523976
Candice Coleman,31,50,35,D,Poor Pursuance,522906
Brooke Ellis,43,57,81,C,Below Average Achivement,554851
Mr. Joshua Fox,79,78,15,C,Below Average Achivement,528237
Stephanie Hicks,96,39,37,C,Below Average Achivement,579662
Margaret Bailey,24,21,69,D,Poor Pursuance,585978
Kristen Adams,45,34,29,D,Poor Pursuance,572603
Megan Foley,67,82,60,B,Average Performance,509414
Richard Cox,22,57,63,D,Poor Pursuance,573181
Michelle Golden,76,71,99,A,Very Good Achivement,541495
Brittany Huber,45,36,39,D,Poor Pursuance,560323
Molly Levy,61,42,88,B,Average Performance,594377
David Ruiz,96,85,18,B,Average Performance,594934
Taylor Monroe,39,69,37,D,Poor Pursuance,516204
Timothy Mckinney,37,26,35,F,Failed,567281
David Durham,34,40,42,D,Poor Pursuance,545611
Shelly Hooper,36,48,91,C,Below Average Achivement,596674
Thomas Schwartz,71,83,33,B,Average Performance,551409
James Ross,45,96,25,C,Below Average Achivement,502912
Steven Herrera,45,39,11,F,Failed,533671
Kristen Butler,54,68,100,B+,Good Pursuance,518641
Cynthia Rowland PhD,37,18,22,F,Failed,599109
Melanie Leonard,37,52,40,D,Poor Pursuance,574203
Tony Schwartz,12,23,49,F,Failed,554219
Michael French,91,62,96,A,Very Good Achivement,584203
Deborah Edwards,20,83,90,B,Average Performance,501487
Logan Ramos,14,72,16,D,Poor Pursuance,550161
Daniel Harrison,44,37,10,F,Failed,585677
Gwendolyn Fernandez,30,29,31,F,Failed,589943
Gene Ross,36,78,75,B,Average Performance,584435
Juan Grant,71,78,66,B+,Good Pursuance,524621
Charles Frederick,52,74,42,C,Below Average Achivement,546251
Shannon Davis,96,90,40,B+,Good Pursuance,560600
Anna Cannon,91,44,68,B,Average Performance,501901
Daniel Zimmerman,38,49,87,C,Below Average Achivement,574817
Kelly Cole,42,44,73,C,Below Average Achivement,561695
Douglas Stokes,57,79,98,B+,Good Pursuance,549303
Christina Jordan,93,31,15,D,Poor Pursuance,526594
Brooke Melendez,81,87,80,A,Very Good Achivement,535651
Heather Morris,73,27,63,C,Below Average Achivement,517617
Rachel Collins,98,27,60,B,Average Performance,570065
Thomas Franklin,89,71,65,B+,Good Pursuance,505427
Peter Powers,96,40,86,B+,Good Pursuance,546515
Megan Ryan,80,39,54,C,Below Average Achivement,519285
Thomas Moore,51,57,30,D,Poor Pursuance,522780
Luke Rodriguez,49,94,57,B,Average Performance,589022
Jason Norton,22,36,82,D,Poor Pursuance,567991
Mary Perry,61,100,33,B,Average Performance,509423
Michael Austin,49,88,98,B+,Good Pursuance,547252
Kristin Silva,44,72,30,D,Poor Pursuance,503116
Brett Walsh,53,61,38,D,Poor Pursuance,500042
James Deleon,48,87,36,C,Below Average Achivement,516225
Christopher Garrett,66,65,57,B,Average Performance,587189
Ryan Ingram,27,61,34,D,Poor Pursuance,588278
Timothy Mills,20,87,66,C,Below Average Achivement,513412
Michael Bailey,27,70,33,D,Poor Pursuance,548310
Dustin Roman,70,85,43,B,Average Performance,577305
Brian Moore,82,47,83,B,Average Performance,524987
Casey Davis,96,83,48,B+,Good Pursuance,578194
Gregory Gardner,35,41,15,F,Failed,543163
David Gomez,31,78,91,B,Average Performance,500662
Joseph Golden,84,98,95,A+,Excellent Performance,506112
Jennifer Fry,72,14,52,D,Poor Pursuance,538957
Dr. Adam Hall,60,76,60,B,Average Performance,585337
Dr. Amber Mayo,45,83,84,B,Average Performance,544787
Steve Luna,54,61,29,D,Poor Pursuance,503842
Matthew Miller,35,93,85,B+,Good Pursuance,515917
Joseph Barber,62,87,36,B,Average Performance,553755
Adrienne Burton,89,79,36,B,Average Performance,547896
Diana Joseph,31,69,21,D,Poor Pursuance,547314
Zachary Crosby,66,11,58,D,Poor Pursuance,561093
Justin White,79,81,27,B,Average Performance,538402
Austin Jenkins,94,46,98,B+,Good Pursuance,594225
Matthew Henderson,54,95,52,B,Average Performance,597134
Casey Williams,40,82,23,D,Poor Pursuance,527155
Theresa Armstrong,28,52,87,C,Below Average Achivement,562954
Elizabeth Gregory,74,95,93,A,Very Good Achivement,528163
Brad Davis,23,36,26,F,Failed,593993
Janet Rowland,33,88,95,B+,Good Pursuance,538489
Denise Johnson,37,49,95,C,Below Average Achivement,528875
Scott Massey,17,42,77,D,Poor Pursuance,571636
Ariana Watkins,73,47,61,C,Below Average Achivement,503144
Mackenzie Riddle,34,51,91,C,Below Average Achivement,526922
Jennifer Smith,38,56,92,B,Average Performance,589648
Christine Herrera,53,14,32,D,Poor Pursuance,527650
John Boone,44,40,38,D,Poor Pursuance,506769
Joseph Myers,20,55,92,C,Below Average Achivement,511855
Dennis Baker,58,11,73,D,Poor Pursuance,582820
Jill Kim,80,59,63,B,Average Performance,515871
Emma Soto,55,71,61,B,Average Performance,574821
Taylor Logan,34,35,14,F,Failed,568685
Jon Nguyen,90,68,95,A,Very Good Achivement,560870
Steven Holt,32,90,89,B,Average Performance,522358
Kathy Nelson,24,95,39,C,Below Average Achivement,534546
Michael Duran,59,80,45,B,Average Performance,565740
Antonio Johns,63,16,56,D,Poor Pursuance,571104
Debra Moody,55,97,46,B,Average Performance,581173
Sharon Taylor,27,11,10,F,Failed,526715
Jacob Hood,68,15,85,C,Below Average Achivement,555297
Melissa Wilson,49,20,40,D,Poor Pursuance,510841
Beth Baker,20,33,75,D,Poor Pursuance,516025
Anthony Roman,90,93,94,A+,Excellent Performance,536173
Maureen Davis,74,50,83,B,Average Performance,593107
Ricky Kelley,35,66,73,C,Below Average Achivement,522516
Yesenia Williams,61,43,54,C,Below Average Achivement,596924
Mark Bender,23,25,54,D,Poor Pursuance,584579
Amber Torres,20,89,48,C,Below Average Achivement,534482
Sean Tucker,99,38,87,B+,Good Pursuance,526363
Emily Brown,78,42,41,C,Below Average Achivement,555128
